"","studentid","term","year","midterm"
"15258",222844,"Winter",2020,63.89
"15259",252698,"Spring",2015,85.93
"15260",290057,"Summer",2017,80.69
"15261",257666,"Fall",2018,87.41
"15262",280260,"Winter",2017,92.17
"15263",245249,"Spring",2013,91.14
"15264",202249,"Summer",2021,70.11
"15265",298527,"Fall",2013,81.45
"15266",287970,"Winter",2016,81.21
"15267",247349,"Spring",2016,87.57
"15268",299677,"Summer",2018,79.66
"15269",235940,"Fall",2019,97.1
"15270",236740,"Winter",2022,77.37
"15271",247222,"Spring",2015,80.39
"15272",284534,"Summer",2018,73.43
"15273",202376,"Fall",2015,79.01
"15274",258907,"Winter",2020,72.8
"15275",261640,"Spring",2018,71.46
"15276",268126,"Summer",2021,84.24
"15277",253035,"Fall",2018,91.32
"15278",284262,"Winter",2014,58.83
"15279",261185,"Spring",2019,74.04
"15280",227123,"Summer",2019,66.82
"15281",242393,"Fall",2019,74.5
"15282",295175,"Winter",2012,67.26
"15283",284641,"Spring",2013,74.23
"15284",233109,"Summer",2018,68.86
"15285",237014,"Fall",2013,86.71
"15286",223349,"Winter",2018,78.23
"15287",281376,"Spring",2018,85.2
"15288",229675,"Summer",2017,75.22
"15289",262599,"Fall",2013,79.38
"15290",272749,"Winter",2013,68.51
"15291",245936,"Spring",2013,71.2
"15292",220811,"Summer",2019,70.76
"15293",211139,"Fall",2014,94.41
"15294",239384,"Winter",2016,68.55
"15295",224844,"Spring",2019,71.47
"15296",256605,"Summer",2017,99.98
"15297",214611,"Fall",2017,90.27
"15298",224915,"Winter",2016,53.21
"15299",203233,"Spring",2019,59.32
"15300",269421,"Summer",2019,89.71
"15301",266790,"Fall",2021,75.34
"15302",287968,"Winter",2019,68.83
"15303",292445,"Spring",2015,79.75
"15304",264386,"Summer",2016,69.81
"15305",289226,"Fall",2020,98.71
"15306",299369,"Winter",2017,71.14
"15307",248722,"Spring",2020,86.53
"15308",261718,"Summer",2020,94.38
"15309",231572,"Fall",2017,81.11
"15310",246787,"Winter",2020,57.36
"15311",286171,"Spring",2020,64.5
"15312",283019,"Summer",2021,90.34
"15313",270689,"Fall",2014,71.47
"15314",213993,"Winter",2017,70.37
"15315",292695,"Spring",2017,75.83
"15316",290372,"Summer",2015,59.9
"15317",225695,"Fall",2017,88.11
"15318",215032,"Winter",2016,79.4
"15319",200991,"Spring",2020,87.05
"15320",219611,"Summer",2015,83.26
"15321",218294,"Fall",2019,88.08
"15322",271570,"Winter",2018,78.18
"15323",220956,"Spring",2012,96.34
"15324",290900,"Summer",2013,60.45
"15325",264468,"Fall",2017,86.53
"15326",276382,"Winter",2015,78.55
"15327",253089,"Spring",2019,64
"15328",278535,"Summer",2014,89.96
"15329",275287,"Fall",2020,83.54
"15330",283954,"Winter",2017,75.71
"15331",226217,"Spring",2017,73.22
"15332",263813,"Summer",2016,79.1
"15333",200705,"Fall",2014,83.53
"15334",235999,"Winter",2021,65.29
"15335",259508,"Spring",2013,70.54
"15336",215593,"Summer",2018,60.69
"15337",202862,"Fall",2018,68.25
"15338",209933,"Winter",2012,58.09
"15339",237204,"Spring",2017,88.41
"15340",264178,"Summer",2019,78.12
"15341",214592,"Fall",2016,80.84
"15342",286922,"Winter",2014,73.32
"15343",217989,"Spring",2019,76.9
"15344",254435,"Summer",2019,79.97
"15345",200844,"Fall",2014,75.22
"15346",269568,"Winter",2017,84.23
"15347",220428,"Spring",2021,77.84
"15348",273446,"Summer",2018,95.21
"15349",265788,"Fall",2021,103.5
"15350",215241,"Winter",2013,75.37
"15351",280863,"Spring",2013,85.15
"15352",251071,"Summer",2014,69.75
"15353",238170,"Fall",2012,79.25
"15354",220651,"Winter",2015,75.51
"15355",216857,"Spring",2017,80.62
"15356",280800,"Summer",2015,68.19
"15357",277637,"Fall",2020,72.35
"15358",200285,"Winter",2019,58.02
"15359",214807,"Spring",2012,68.53
"15360",275254,"Summer",2015,86.2
"15361",209446,"Fall",2017,69.45
"15362",291824,"Winter",2016,63.21
"15363",209073,"Spring",2013,86.46
"15364",232038,"Summer",2014,78.22
"15365",208543,"Fall",2017,77.04
"15366",290448,"Winter",2019,57.97
"15367",269992,"Spring",2013,80.97
"15368",245818,"Summer",2017,75.56
"15369",211388,"Fall",2016,80.56
"15370",298760,"Winter",2022,55.63
"15371",293071,"Spring",2018,86.89
"15372",260843,"Summer",2021,56.41
"15373",220847,"Fall",2013,76.09
"15374",273077,"Winter",2018,61.93
"15375",293888,"Spring",2016,84.48
"15376",235717,"Summer",2014,94.62
"15377",294216,"Fall",2020,93.45
"15378",291878,"Winter",2021,81.5
"15379",256711,"Spring",2016,72.84
"15380",249049,"Summer",2020,75.54
"15381",258460,"Fall",2022,79.81
"15382",227795,"Winter",2016,68.67
"15383",202488,"Spring",2021,80.87
"15384",248091,"Summer",2019,72.42
"15385",239170,"Fall",2017,92.82
"15386",205637,"Winter",2022,76.63
"15387",206590,"Spring",2013,76.16
"15388",204651,"Summer",2022,86.85
"15389",260193,"Fall",2021,92.71
"15390",264209,"Winter",2018,78.46
"15391",270336,"Spring",2013,89.08
"15392",231246,"Summer",2018,79.38
"15393",248515,"Fall",2013,88.87
"15394",208746,"Winter",2016,72.81
"15395",270883,"Spring",2014,69.21
"15396",254446,"Summer",2016,76.13
"15397",235730,"Fall",2022,90.79
"15398",248997,"Winter",2016,66.25
"15399",212588,"Spring",2019,63.43
"15400",209859,"Summer",2019,68.84
"15401",221854,"Fall",2014,82.42
"15402",263577,"Winter",2016,78.47
"15403",221907,"Spring",2021,70.99
"15404",229676,"Summer",2020,63.64
"15405",232213,"Fall",2015,86.87
"15406",223353,"Winter",2013,93.08
"15407",288621,"Spring",2014,100.69
"15408",217165,"Summer",2016,75.46
"15409",279920,"Fall",2013,114.58
"15410",262487,"Winter",2013,73.46
"15411",245721,"Spring",2018,74.95
"15412",291807,"Summer",2018,88.64
"15413",294271,"Fall",2020,63.24
"15414",258156,"Winter",2019,83.99
"15415",282737,"Spring",2012,75.8
"15416",273475,"Summer",2017,75.62
"15417",287024,"Fall",2017,74.75
"15418",242260,"Winter",2016,88.94
"15419",250608,"Spring",2020,79.22
"15420",256486,"Summer",2016,98.65
"15421",239857,"Fall",2014,91.51
"15422",239408,"Winter",2017,75.15
"15423",250533,"Spring",2017,67.8
"15424",286353,"Summer",2019,75.48
"15425",292017,"Fall",2013,87.96
"15426",247787,"Winter",2013,71.56
"15427",288680,"Spring",2016,85.11
"15428",251796,"Summer",2014,62.09
"15429",277342,"Fall",2013,82.72
"15430",224921,"Winter",2019,82.02
"15431",289995,"Spring",2016,75.56
"15432",240300,"Summer",2020,80.78
"15433",265504,"Fall",2014,94.88
"15434",217959,"Winter",2018,77.13
"15435",290926,"Spring",2013,80.89
"15436",298867,"Summer",2015,80.85
"15437",256778,"Fall",2021,78.16
"15438",265472,"Winter",2019,59.03
"15439",264641,"Spring",2021,92.88
"15440",218109,"Summer",2020,98.7
"15441",221849,"Fall",2016,80.91
"15442",203168,"Winter",2020,77.72
"15443",259748,"Spring",2017,65.53
"15444",232330,"Summer",2017,78.24
"15445",271925,"Fall",2020,94.04
"15446",259442,"Winter",2016,74.31
"15447",279721,"Spring",2018,73.41
"15448",283224,"Summer",2015,78.09
"15449",273994,"Fall",2020,76.53
"15450",234734,"Winter",2015,69.19
"15451",261657,"Spring",2019,80.57
"15452",252734,"Summer",2017,68.45
"15453",248763,"Fall",2021,81.97
"15454",234695,"Winter",2014,63.63
"15455",266878,"Spring",2014,83.05
"15456",214155,"Summer",2019,68.09
"15457",203296,"Fall",2019,68.87
"15458",275710,"Winter",2016,77.61
"15459",256683,"Spring",2022,54.05
"15460",217671,"Summer",2013,78.06
"15461",208133,"Fall",2014,71.17
"15462",253925,"Winter",2015,70.54
"15463",211155,"Spring",2018,65.89
"15464",284726,"Summer",2015,100.15
"15465",236169,"Fall",2013,72.26
"15466",260042,"Winter",2018,58.89
"15467",291103,"Spring",2022,75.16
"15468",206281,"Summer",2022,72.55
"15469",238272,"Fall",2014,93.2
"15470",230300,"Winter",2018,59.03
"15471",295581,"Spring",2019,82
"15472",259135,"Summer",2020,61.76
"15473",251761,"Fall",2017,101.2
"15474",277298,"Winter",2015,65.77
"15475",229077,"Spring",2016,89.03
"15476",200884,"Summer",2013,96.65
"15477",218071,"Fall",2020,73.35
"15478",281332,"Winter",2021,65.34
"15479",243217,"Spring",2012,84.02
"15480",231737,"Summer",2020,72.27
"15481",240599,"Fall",2019,81.27
"15482",262011,"Winter",2016,67.72
"15483",233779,"Spring",2018,78.93
"15484",275794,"Summer",2019,91.31
"15485",284049,"Fall",2019,80.65
"15486",222290,"Winter",2013,52.35
"15487",203275,"Spring",2019,72.69
"15488",222648,"Summer",2020,71.65
"15489",262227,"Fall",2013,92.09
"15490",241283,"Winter",2021,61.72
"15491",247289,"Spring",2022,87.43
"15492",227756,"Summer",2019,72.7
"15493",256007,"Fall",2015,86.77
"15494",205006,"Winter",2013,69.35
"15495",294397,"Spring",2016,77.68
"15496",263032,"Summer",2020,84.56
"15497",298238,"Fall",2013,81.37
"15498",252766,"Winter",2013,93.21
"15499",213522,"Spring",2022,71.33
"15500",244117,"Summer",2018,80.08
"15501",205782,"Fall",2017,78.76
"15502",290620,"Winter",2013,67.86
"15503",238385,"Spring",2014,90.42
"15504",223247,"Summer",2019,65.68
"15505",226029,"Fall",2015,82.71
"15506",216589,"Winter",2016,74.13
"15507",266781,"Spring",2018,82.86
"15508",259305,"Summer",2019,91.64
"15509",284459,"Fall",2014,80.59
"15510",250552,"Winter",2022,74.61
"15511",253729,"Spring",2021,84.21
"15512",229138,"Summer",2021,64.83
"15513",259785,"Fall",2018,86.33
"15514",293230,"Winter",2016,77.94
"15515",282281,"Spring",2013,65.26
"15516",283404,"Summer",2019,89.23
"15517",270018,"Fall",2021,82.08
"15518",274079,"Winter",2022,91.61
"15519",242247,"Spring",2017,77.66
"15520",220680,"Summer",2021,77.29
"15521",200345,"Fall",2017,98.85
"15522",213267,"Winter",2018,72.37
"15523",228198,"Spring",2014,86.57
"15524",280552,"Summer",2017,101.66
"15525",215063,"Fall",2015,90.9
"15526",278490,"Winter",2013,83.2
"15527",287042,"Spring",2016,95.2
"15528",258678,"Summer",2018,79.1
"15529",209141,"Fall",2013,100.51
"15530",248730,"Winter",2015,78.28
"15531",237359,"Spring",2017,83.59
"15532",261752,"Summer",2015,60.46
"15533",282110,"Fall",2015,84.12
"15534",228898,"Winter",2019,74.43
"15535",240762,"Spring",2019,83.75
"15536",227264,"Summer",2016,82.71
"15537",263135,"Fall",2017,97.45
"15538",257318,"Winter",2022,72.27
"15539",205052,"Spring",2014,69.36
"15540",210794,"Summer",2014,80.73
"15541",290494,"Fall",2013,86.76
"15542",218333,"Winter",2016,63.78
"15543",204285,"Spring",2012,69.19
"15544",268479,"Summer",2017,77.65
"15545",269599,"Fall",2013,76.68
"15546",200451,"Winter",2014,71.78
"15547",219145,"Spring",2015,67.69
"15548",236550,"Summer",2019,81.54
"15549",235902,"Fall",2020,57.71
"15550",234809,"Winter",2018,81.58
"15551",243711,"Spring",2015,69.2
"15552",290815,"Summer",2017,77.07
"15553",236096,"Fall",2017,84.32
"15554",239047,"Winter",2019,87.43
"15555",287442,"Spring",2019,78.31
"15556",206702,"Summer",2019,84.44
"15557",218805,"Fall",2019,82.04
"15558",231418,"Winter",2016,67.59
"15559",256164,"Spring",2017,79.22
"15560",298558,"Summer",2013,90.07
"15561",298251,"Fall",2020,82.08
"15562",213504,"Winter",2012,79.8
"15563",217999,"Spring",2014,75.71
"15564",246664,"Summer",2014,96.35
"15565",229469,"Fall",2014,74.57
"15566",293750,"Winter",2021,87.21
"15567",223668,"Spring",2015,69.84
"15568",273199,"Summer",2014,79.11
"15569",288290,"Fall",2019,79.33
"15570",248815,"Winter",2016,80.49
"15571",280150,"Spring",2019,75.41
"15572",204499,"Summer",2018,78.7
"15573",205884,"Fall",2018,83.34
"15574",209017,"Winter",2017,69.56
"15575",224240,"Spring",2020,71.09
"15576",274696,"Summer",2018,71.58
"15577",247810,"Fall",2016,93.47
"15578",248737,"Winter",2012,73.3
"15579",209593,"Spring",2019,66.9
"15580",210954,"Summer",2017,76.69
"15581",283956,"Fall",2012,87.64
"15582",275902,"Winter",2013,59.7
"15583",215232,"Spring",2020,89.4
"15584",243278,"Summer",2014,94.71
"15585",219628,"Fall",2016,102.85
"15586",243407,"Winter",2019,61.02
"15587",294394,"Spring",2020,76.06
"15588",251576,"Summer",2021,77.92
"15589",274987,"Fall",2016,72.17
"15590",250781,"Winter",2021,65.06
"15591",241851,"Spring",2014,72.01
"15592",228311,"Summer",2014,82.57
"15593",260275,"Fall",2014,101.41
"15594",289976,"Winter",2016,48.16
"15595",274609,"Spring",2014,71.56
"15596",290999,"Summer",2017,79.26
"15597",297503,"Fall",2017,59.59
"15598",245297,"Winter",2014,61.28
"15599",243993,"Spring",2015,75.05
"15600",254468,"Summer",2020,93.03
"15601",299774,"Fall",2020,65.86
"15602",265904,"Winter",2015,82.91
"15603",289616,"Spring",2012,81.18
"15604",210558,"Summer",2020,81.54
"15605",242217,"Fall",2016,100.42
"15606",248599,"Winter",2019,72.57
"15607",297311,"Spring",2020,91.57
"15608",239674,"Summer",2016,69.27
"15609",225788,"Fall",2020,68.5
"15610",263571,"Winter",2014,72.5
"15611",274371,"Spring",2012,67.24
"15612",293199,"Summer",2016,93.59
"15613",248181,"Fall",2020,85.31
"15614",241253,"Winter",2015,82.04
"15615",287372,"Spring",2021,79
"15616",216377,"Summer",2015,62.96
"15617",220190,"Fall",2012,83.63
"15618",288234,"Winter",2014,67.34
"15619",202542,"Spring",2015,68.38
"15620",217496,"Summer",2015,85.38
"15621",277761,"Fall",2013,77.64
"15622",255356,"Winter",2016,80.31
"15623",296223,"Spring",2013,85.33
"15624",242551,"Summer",2016,89.37
"15625",225876,"Fall",2012,70.85
"15626",279879,"Winter",2018,59.24
"15627",236156,"Spring",2020,70.08
"15628",283043,"Summer",2017,65.27
"15629",201800,"Fall",2016,91.87
"15630",223578,"Winter",2014,90.81
"15631",257035,"Spring",2019,63.04
"15632",242461,"Summer",2016,79.45
"15633",208039,"Fall",2015,94.03
"15634",218885,"Winter",2021,74.67
"15635",286432,"Spring",2014,76.92
"15636",247310,"Summer",2016,67.39
"15637",245408,"Fall",2020,89.99
"15638",264758,"Winter",2013,69.18
"15639",286386,"Spring",2016,70.62
"15640",242746,"Summer",2019,89.06
"15641",230029,"Fall",2021,72.28
"15642",238230,"Winter",2018,80.75
"15643",263872,"Spring",2020,76.94
"15644",265065,"Summer",2019,92.3
"15645",252530,"Fall",2017,76.79
"15646",273968,"Winter",2012,66.67
"15647",200413,"Spring",2018,71.92
"15648",203981,"Summer",2021,95.01
"15649",281523,"Fall",2015,94.91
"15650",232056,"Winter",2017,39.64
"15651",230558,"Spring",2017,74.38
"15652",218592,"Summer",2013,58.12
"15653",293541,"Fall",2019,63.18
"15654",235723,"Winter",2012,80.09
"15655",221080,"Spring",2018,71.17
"15656",263578,"Summer",2012,84.65
"15657",280403,"Fall",2021,65.11
"15658",228177,"Winter",2018,66.8
"15659",229243,"Spring",2019,92.65
"15660",256904,"Summer",2021,86.68
"15661",212751,"Fall",2020,74.13
"15662",216175,"Winter",2019,77.78
"15663",275738,"Spring",2014,67.71
"15664",273901,"Summer",2013,60.41
"15665",234821,"Fall",2014,97.8
"15666",232755,"Winter",2022,52.82
"15667",206528,"Spring",2013,77.96
"15668",278572,"Summer",2016,83.68
"15669",210268,"Fall",2015,76.77
"15670",215640,"Winter",2015,90.63
"15671",218634,"Spring",2014,62.86
"15672",209077,"Summer",2015,74.57
"15673",289330,"Fall",2019,77.65
"15674",292732,"Winter",2020,86.22
"15675",212712,"Spring",2015,74.75
"15676",286604,"Summer",2014,76.03
"15677",286655,"Fall",2017,76.24
"15678",286880,"Winter",2019,86.91
"15679",298794,"Spring",2013,92.3
"15680",299069,"Summer",2012,89.66
"15681",210031,"Fall",2021,93.11
"15682",281101,"Winter",2017,86.26
"15683",270395,"Spring",2020,86.63
"15684",254578,"Summer",2013,85.61
"15685",241802,"Fall",2015,83.01
"15686",243221,"Winter",2012,53.49
"15687",254109,"Spring",2014,69.34
"15688",255994,"Summer",2015,77.81
"15689",297252,"Fall",2019,81.76
"15690",202577,"Winter",2015,77.87
"15691",282276,"Spring",2014,87.3
"15692",236197,"Summer",2021,70.61
"15693",237860,"Fall",2017,87.04
"15694",234445,"Winter",2013,70.6
"15695",234982,"Spring",2014,72.22
"15696",243246,"Summer",2019,75.11
"15697",296429,"Fall",2018,79.41
"15698",299746,"Winter",2013,78.13
"15699",212992,"Spring",2017,69.29
"15700",293723,"Summer",2013,84.94
"15701",278244,"Fall",2020,73.73
"15702",243154,"Winter",2017,69.14
"15703",204424,"Spring",2018,89.13
"15704",258741,"Summer",2016,61.37
"15705",291577,"Fall",2018,91.3
"15706",218667,"Winter",2021,78.69
"15707",204731,"Spring",2014,92.28
"15708",216225,"Summer",2014,71.58
"15709",293439,"Fall",2018,83.71
"15710",241941,"Winter",2022,67.19
"15711",206086,"Spring",2013,83.21
"15712",234487,"Summer",2021,94.25
"15713",263248,"Fall",2021,77.6
"15714",210132,"Winter",2021,66.98
"15715",259380,"Spring",2012,72.92
"15716",267066,"Summer",2021,84.65
"15717",260467,"Fall",2017,89.52
"15718",219775,"Winter",2018,77.83
"15719",224123,"Spring",2022,64.98
"15720",298434,"Summer",2013,100.04
"15721",211306,"Fall",2014,75.69
"15722",237802,"Winter",2016,72
"15723",237473,"Spring",2021,70.72
"15724",297226,"Summer",2022,95.02
"15725",265905,"Fall",2014,79.67
"15726",221125,"Winter",2020,97.97
"15727",243566,"Spring",2021,70.97
"15728",276512,"Summer",2015,78.19
"15729",228841,"Fall",2019,84.75
"15730",274400,"Winter",2019,61.59
"15731",282004,"Spring",2015,90.7
"15732",219236,"Summer",2015,78.18
"15733",292352,"Fall",2017,85.97
"15734",222282,"Winter",2020,72.6
"15735",203168,"Spring",2012,59.35
"15736",240062,"Summer",2014,80.86
"15737",210131,"Fall",2020,82.32
"15738",249254,"Winter",2019,93.07
"15739",258604,"Spring",2020,88.91
"15740",202964,"Summer",2020,87.48
"15741",226243,"Fall",2021,90.6
"15742",241796,"Winter",2019,65.42
"15743",267586,"Spring",2020,73.79
"15744",280620,"Summer",2014,81.21
"15745",277103,"Fall",2015,78.63
"15746",234939,"Winter",2017,66.86
"15747",203723,"Spring",2014,68.73
"15748",211605,"Summer",2016,80.32
"15749",242454,"Fall",2019,100.55
"15750",242816,"Winter",2019,65.71
"15751",263564,"Spring",2022,83.97
"15752",264645,"Summer",2018,93.17
"15753",264085,"Fall",2016,78.74
"15754",223527,"Winter",2018,87.39
"15755",267029,"Spring",2020,77.92
"15756",223533,"Summer",2013,73.34
"15757",239307,"Fall",2015,67.54
"15758",207514,"Winter",2021,50.4
"15759",268529,"Spring",2013,56.85
"15760",235527,"Summer",2017,70.11
"15761",203118,"Fall",2019,96.66
"15762",213179,"Winter",2019,81.41
"15763",227951,"Spring",2022,73.33
"15764",286882,"Summer",2015,80.28
"15765",217362,"Fall",2013,72.09
"15766",202491,"Winter",2022,69.52
"15767",248039,"Spring",2019,71.74
"15768",221238,"Summer",2013,67.69
"15769",217825,"Fall",2018,77.36
"15770",262671,"Winter",2015,64.82
"15771",263615,"Spring",2019,75.67
"15772",271814,"Summer",2018,67.83
"15773",231046,"Fall",2015,83.48
"15774",232447,"Winter",2019,68.89
"15775",268936,"Spring",2019,75.05
"15776",272716,"Summer",2015,89.8
"15777",298740,"Fall",2020,72.88
"15778",221655,"Winter",2018,77.67
"15779",222852,"Spring",2012,68.09
"15780",224131,"Summer",2017,87.11
"15781",263120,"Fall",2014,95.63
"15782",217672,"Winter",2013,80.95
"15783",272552,"Spring",2018,83.44
"15784",215166,"Summer",2019,66.14
"15785",218215,"Fall",2019,88.13
"15786",207668,"Winter",2017,67.66
"15787",218093,"Spring",2016,99.9
"15788",203928,"Summer",2019,73.94
"15789",236111,"Fall",2018,101.75
"15790",267171,"Winter",2017,76.59
"15791",236505,"Spring",2016,62.27
"15792",256906,"Summer",2018,76.34
"15793",223057,"Fall",2015,69.91
"15794",244966,"Winter",2019,70.82
"15795",264005,"Spring",2012,63.8
"15796",288389,"Summer",2014,75.52
"15797",282196,"Fall",2017,94.81
"15798",270770,"Winter",2017,78.69
"15799",284801,"Spring",2013,69.57
"15800",251383,"Summer",2020,87.02
"15801",280103,"Fall",2021,92.74
"15802",259708,"Winter",2014,77.66
"15803",288657,"Spring",2019,77.23
"15804",293729,"Summer",2017,82.36
"15805",289928,"Fall",2014,95.5
"15806",274793,"Winter",2019,87.88
"15807",228979,"Spring",2015,92.79
"15808",266445,"Summer",2017,70.05
"15809",202517,"Fall",2018,65
"15810",279647,"Winter",2012,55.67
"15811",268409,"Spring",2013,84.59
"15812",293766,"Summer",2014,70.99
"15813",254527,"Fall",2016,70.49
"15814",215599,"Winter",2015,61.42
"15815",217897,"Spring",2019,71.42
"15816",235056,"Summer",2021,99.14
"15817",222727,"Fall",2018,72.41
"15818",217055,"Winter",2019,104.05
"15819",217596,"Spring",2015,75.95
"15820",204999,"Summer",2014,72.69
"15821",279058,"Fall",2020,83.86
"15822",201533,"Winter",2016,76.16
"15823",265808,"Spring",2015,71.32
"15824",292199,"Summer",2015,91.26
"15825",287121,"Fall",2015,92.95
"15826",247448,"Winter",2022,82.75
"15827",249297,"Spring",2014,94.76
"15828",288365,"Summer",2015,68.68
"15829",278807,"Fall",2013,93.98
